"","symbol","date"
"582","AAPL",2018-04-11 15:50:00
"583","AAPL",2018-04-11 15:55:00
"584","AAPL",2018-04-11 16:00:00
"585","AAPL",2018-04-11 16:05:00
"586","AAPL",2018-04-11 16:10:00
"587","AAPL",2018-04-11 16:15:00
"588","AAPL",2018-04-11 16:20:00
"589","AAPL",2018-04-11 16:25:00
"590","AAPL",2018-04-11 16:30:00
"591","AAPL",2018-04-11 16:35:00
"592","AAPL",2018-04-11 16:40:00
"593","AAPL",2018-04-11 16:45:00
"594","AAPL",2018-04-11 16:50:00
"595","AAPL",2018-04-11 16:55:00
"596","AAPL",2018-04-11 17:00:00
"597","AAPL",2018-04-11 17:05:00
"598","AAPL",2018-04-11 17:10:00
"599","AAPL",2018-04-11 17:15:00
"600","AAPL",2018-04-11 17:20:00
"601","AAPL",2018-04-11 17:25:00
"602","AAPL",2018-04-11 17:30:00
"603","AAPL",2018-04-11 17:35:00
"604","AAPL",2018-04-11 17:40:00
"605","AAPL",2018-04-11 17:45:00
"606","AAPL",2018-04-11 17:50:00
"607","AAPL",2018-04-11 17:55:00
"608","AAPL",2018-04-11 18:00:00
"609","AAPL",2018-04-11 18:05:00
"610","AAPL",2018-04-11 18:10:00
"611","AAPL",2018-04-11 18:15:00
"612","AAPL",2018-04-11 18:20:00
"613","AAPL",2018-04-11 18:25:00
"614","AAPL",2018-04-11 18:30:00
"615","AAPL",2018-04-11 18:35:00
"616","AAPL",2018-04-11 18:40:00
"617","AAPL",2018-04-11 18:45:00
"618","AAPL",2018-04-11 18:50:00
"619","AAPL",2018-04-11 18:55:00
"620","AAPL",2018-04-11 19:00:00
"621","AAPL",2018-04-11 19:05:00
"622","AAPL",2018-04-11 19:10:00
"623","AAPL",2018-04-11 19:15:00
"624","AAPL",2018-04-11 19:20:00
"625","AAPL",2018-04-11 19:25:00
"626","AAPL",2018-04-11 19:30:00
"627","AAPL",2018-04-11 19:35:00
"628","AAPL",2018-04-11 19:40:00
"629","AAPL",2018-04-11 19:45:00
"630","AAPL",2018-04-11 19:50:00
"631","AAPL",2018-04-11 19:55:00
"632","AAPL",2018-04-11 20:00:00
"633","AAPL",2018-04-12 13:30:00
"634","AAPL",2018-04-12 13:35:00
"635","AAPL",2018-04-12 13:40:00
"636","AAPL",2018-04-12 13:45:00
"637","AAPL",2018-04-12 13:50:00
"638","AAPL",2018-04-12 13:55:00
"639","AAPL",2018-04-12 14:00:00
"640","AAPL",2018-04-12 14:05:00
"641","AAPL",2018-04-12 14:10:00
"642","AAPL",2018-04-12 14:15:00
"643","AAPL",2018-04-12 14:20:00
"644","AAPL",2018-04-12 14:25:00
"645","AAPL",2018-04-12 14:30:00
"646","AAPL",2018-04-12 14:35:00
"647","AAPL",2018-04-12 14:40:00
"648","AAPL",2018-04-12 14:45:00
"649","AAPL",2018-04-12 14:50:00
"650","AAPL",2018-04-12 14:55:00
"651","AAPL",2018-04-12 15:00:00
"652","AAPL",2018-04-12 15:05:00
"653","AAPL",2018-04-12 15:10:00
"654","AAPL",2018-04-12 15:15:00
"655","AAPL",2018-04-12 15:20:00
"656","AAPL",2018-04-12 15:25:00
"657","AAPL",2018-04-12 15:30:00
"658","AAPL",2018-04-12 15:35:00
"659","AAPL",2018-04-12 15:40:00
"660","AAPL",2018-04-12 15:45:00
"661","AAPL",2018-04-12 15:50:00
"662","AAPL",2018-04-12 15:55:00
"663","AAPL",2018-04-12 16:00:00
"664","AAPL",2018-04-12 16:05:00
